food_name,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron,vitamin_c,category,source,protein_ratio,carb_ratio,fat_ratio,protein_fat_ratio,calorie_class,category_encoded
scotch egg,676.89,4.05,1.91,72.62,0.36,0.3,90.67,15.03,0.6,2.59,Non-Veg,processed,0.0515,0.0243,0.9242,0.0557,3.0,1
methi pakora/pakoda (methi ke pakode),713.25,2.06,4.68,76.39,1.18,0.25,69.83,23.07,0.69,23.31,Non-Veg,processed,0.0248,0.0563,0.9189,0.0269,3.0,1
pearl millet mathri (bajra mathri),785.08,1.82,7.42,83.12,1.36,0.16,33.17,4.63,0.72,0.0,Non-Veg,processed,0.0197,0.0803,0.9,0.0219,3.0,1
danedar burfi,102.68,3.24,12.33,4.72,0.09,11.98,23.31,107.53,0.24,3.36,Veg,processed,0.1597,0.6077,0.2326,0.6722,1.0,3
semolina dhokla (suji/rava dhokla),194.91,5.44,30.86,5.2,5.12,1.85,443.39,31.17,2.52,3.66,Non-Veg,processed,0.1311,0.7436,0.1253,1.0264,1.0,1
spinach peanut namak paras (palak moongfali namak paras),740.16,1.65,6.62,78.51,0.81,0.28,73.15,13.35,0.67,11.39,Non-Veg,processed,0.019,0.0763,0.9047,0.021,3.0,1
summer cooler,22.43,0.37,5.43,0.04,0.2,5.21,1.57,8.13,0.28,103.5,Snacks,processed,0.0634,0.9298,0.0068,2.6429,0.0,2
naan,310.0,10.0,55.0,6.0,3.0,4.0,420.0,30.0,3.0,1.0,Veg,sheet1,0.1408,0.7746,0.0845,1.6393,2.0,3
cabbage rolls (dry) ((pattagobhi rolls) (dry)),142.48,8.21,6.09,9.36,1.84,1.26,118.05,31.54,0.98,12.69,Veg,processed,0.347,0.2574,0.3956,0.8679,1.0,3
pea paneer curry (matar paneer),134.83,6.61,9.29,7.75,3.3,3.89,157.34,105.2,1.08,58.44,Veg,processed,0.2795,0.3928,0.3277,0.842,1.0,3
fruit flan,261.35,3.3,34.71,12.48,0.71,9.52,110.04,19.28,0.61,3.3,Dessert,processed,0.0654,0.6875,0.2472,0.2623,2.0,0
paneer lababdar,105.48,3.98,3.37,8.46,1.16,1.96,142.45,55.56,0.56,27.48,Veg,processed,0.2517,0.2132,0.5351,0.465,1.0,3
creamed spinach,96.91,5.18,4.44,6.39,1.33,1.59,156.02,122.3,1.89,62.17,Veg,processed,0.3235,0.2773,0.3991,0.7982,0.0,3
mathri,805.12,1.75,12.32,83.1,0.6,0.29,64.7,5.23,0.43,0.0,Non-Veg,processed,0.018,0.1268,0.8552,0.021,3.0,1
stuffed brinjal (bharwa baingan),93.0,1.53,3.96,7.73,4.09,0.92,212.88,24.37,0.75,1.13,Veg,processed,0.1157,0.2995,0.5847,0.1954,0.0,3
cream puffs,221.33,4.7,16.0,15.48,0.38,5.94,98.76,37.93,0.58,0.2,Non-Veg,processed,0.1299,0.4422,0.4279,0.3017,2.0,1
masala biscuit,393.64,6.06,45.18,20.75,2.14,6.82,714.52,53.73,1.32,0.15,Dessert,processed,0.0842,0.6276,0.2882,0.2906,3.0,0
garlic soup,194.86,2.38,6.99,17.62,1.66,2.39,179.26,60.55,0.73,11.12,Non-Veg,processed,0.0882,0.259,0.6528,0.1343,1.0,1
masala onion pakora/pakoda (pyaaz ke pakode),551.64,2.05,6.48,57.61,1.44,1.58,99.22,11.06,0.42,1.18,Non-Veg,processed,0.031,0.098,0.871,0.0355,3.0,1
walnut chutney (akhrot ki chutney),370.43,9.44,8.91,33.46,3.04,4.4,160.0,119.57,1.77,1.33,Dessert,processed,0.1822,0.172,0.6458,0.2813,3.0,0
sprouted moong daliya,111.56,2.81,14.77,4.71,3.12,1.67,196.73,22.62,1.29,7.53,Veg,processed,0.1261,0.6626,0.2113,0.5842,1.0,3
mint raita (pudinay ka raita),77.59,5.64,7.65,2.96,0.34,7.48,274.38,198.22,0.37,2.94,Veg,processed,0.3471,0.4708,0.1822,1.8431,0.0,3
spaghetti with meat balls and tomato sauce,158.13,5.61,10.46,10.64,1.11,1.87,189.13,40.82,0.71,44.09,Non-Veg,processed,0.21,0.3916,0.3984,0.5223,1.0,1
cold cucumber soup (thanda kheere ka soup),48.03,2.99,4.58,1.99,0.88,3.34,121.32,99.79,0.32,5.05,Snacks,processed,0.3128,0.4791,0.2082,1.4306,0.0,2
baked brinjal in tomato sauce,38.63,1.58,4.13,1.62,2.34,2.2,79.66,26.24,0.32,68.38,Snacks,processed,0.2156,0.5634,0.221,0.9186,0.0,2
cold tomato soup,16.9,0.11,0.59,1.56,0.16,0.22,287.15,4.2,0.1,10.09,Snacks,processed,0.0487,0.2611,0.6903,0.0663,0.0,2
gram flour ladoo (besan ladoo),476.91,8.93,62.61,22.76,4.43,37.76,5.48,25.35,1.51,0.0,Non-Veg,processed,0.0947,0.6639,0.2414,0.3906,3.0,1
sweet couscous dessert,196.2,3.81,29.69,7.69,2.18,15.89,4.22,30.94,0.84,34.1,Non-Veg,processed,0.0925,0.7208,0.1867,0.4891,1.0,1
dal parantha/paratha,268.24,6.78,30.03,13.05,6.46,1.43,156.13,23.89,2.45,1.8,Dessert,processed,0.136,0.6023,0.2617,0.5156,2.0,0
sweet split chickpea roti (sweet channa dal roti/puranpoli),366.59,9.51,62.66,7.93,8.16,24.73,12.05,53.3,4.36,0.0,Dessert,processed,0.1187,0.7823,0.099,1.1843,3.0,0
peanut and tomato sandwich (moongfali aur tamatar ka sandwich),291.43,9.53,28.54,16.14,4.03,2.82,364.99,94.03,1.58,3.16,Dessert,processed,0.1758,0.5265,0.2977,0.5868,2.0,0
snow flakes pudding,95.21,4.67,8.07,4.97,0.03,8.01,39.6,101.33,0.42,5.47,Veg,processed,0.2637,0.4557,0.2806,0.9211,0.0,3
sweet raita (meetha raita),99.24,3.24,17.93,1.78,1.02,15.36,42.98,108.91,0.21,5.2,Veg,processed,0.1412,0.7813,0.0776,1.7234,0.0,3
caramel custard (baked),122.7,5.11,14.95,5.01,0.0,14.92,44.78,90.59,0.53,3.02,Veg,processed,0.2038,0.5963,0.1998,1.0,1.0,3
starfruit preserves,128.93,0.24,33.62,0.12,0.78,33.47,2.06,5.24,0.2,17.65,Veg,processed,0.0071,0.9894,0.0035,1.0909,1.0,3
aloo matar,90.0,2.5,12.5,4.0,1.44,3.0,116.38,40.11,0.9,6.0,Veg,nutrition_dataset,0.1316,0.6579,0.2105,0.6098,0.0,3
kootu curry,180.0,8.0,16.0,12.0,9.0,4.0,440.0,60.0,25.0,40.0,Veg,sheet1,0.2222,0.4444,0.3333,0.6612,1.0,3
kombdi vade,280.0,22.0,24.0,16.0,3.0,1.0,580.0,45.0,20.0,12.0,Non-Veg,sheet1,0.3548,0.3871,0.2581,1.3665,2.0,1
peanut raita (mungfali ka raita),150.39,8.59,9.3,8.98,1.89,7.11,235.83,174.6,0.74,2.59,Non-Veg,processed,0.3197,0.3461,0.3342,0.946,1.0,1
banana cake (kele ka cake),389.51,5.77,40.0,23.31,1.14,23.04,117.81,23.55,1.14,0.98,Dessert,processed,0.0835,0.579,0.3374,0.2465,3.0,0
peanut sago vada (sabudana mungfali vada),749.89,1.01,7.14,79.82,0.62,0.19,71.29,5.03,0.38,9.74,Non-Veg,processed,0.0115,0.0812,0.9074,0.0126,3.0,1
vada pav,280.0,10.0,26.0,18.0,4.0,4.0,650.0,35.0,15.0,15.0,Snacks,sheet1,0.1852,0.4815,0.3333,0.5525,2.0,2
lentils and semolina porridge (dal suji porridge/daliya),117.29,3.26,23.19,1.06,1.44,13.84,9.64,44.74,1.22,0.8,Veg,processed,0.1185,0.843,0.0385,2.8103,1.0,3
ginger bread man,365.0,6.61,60.26,11.01,1.6,29.12,477.99,37.92,2.12,0.09,Dessert,processed,0.0849,0.7738,0.1414,0.595,3.0,0
kale salad,177.71,4.86,5.01,15.33,1.36,3.31,292.04,109.11,1.3,30.49,Non-Veg,processed,0.1929,0.1988,0.6083,0.315,1.0,1
semolina idli (suji/rava idli),206.39,9.34,33.67,3.47,5.85,3.42,185.02,100.85,2.34,1.61,Non-Veg,processed,0.2009,0.7244,0.0747,2.6162,2.0,1
jackfruit sabzi (kathal ki sabzi),625.4,0.69,3.4,67.6,1.02,2.59,58.95,9.85,0.27,14.11,Non-Veg,processed,0.0096,0.0474,0.9429,0.0102,3.0,1
dal tadka,120.0,7.0,18.0,4.0,8.0,2.0,400.0,30.0,2.0,5.0,Veg,sheet1,0.2414,0.6207,0.1379,1.7073,1.0,3
saffron milk (kesariya doodh),102.18,3.17,12.64,4.57,0.14,12.5,23.69,110.88,0.21,4.84,Veg,processed,0.1555,0.6202,0.2242,0.6788,1.0,3
mayonnaise without eggs,329.05,2.13,3.98,33.84,0.04,3.68,193.58,75.54,0.27,12.05,Dessert,processed,0.0533,0.0996,0.8471,0.0628,2.0,0
plum squash (aloo bukhara squash),211.17,0.16,55.51,0.1,0.52,55.02,12.71,6.9,0.16,6.0,Non-Veg,processed,0.0029,0.9953,0.0018,0.8,2.0,1
rice upma,151.27,2.63,17.96,7.46,2.12,1.13,101.75,17.57,0.67,4.64,Non-Veg,processed,0.0938,0.6403,0.266,0.3479,1.0,1
meat consomme (with mutton),29.76,14.86,0.51,13.68,0.71,0.24,12665.52,115.88,4.22,2.44,Snacks,processed,0.5115,0.0176,0.4709,1.0784,0.0,2
cream of green peas soup,127.84,7.13,6.75,14.78,2.95,1.61,4999.7,51.01,1.48,52.28,Veg,processed,0.2488,0.2355,0.5157,0.4792,1.0,3
khoa ladoo,396.02,12.21,34.43,24.09,3.08,33.37,31.71,358.61,2.25,0.02,Dessert,processed,0.1726,0.4868,0.3406,0.5048,3.0,0
bread roll,435.46,2.85,16.12,40.25,1.45,0.94,139.34,44.83,0.71,6.79,Non-Veg,processed,0.0481,0.2722,0.6797,0.0706,3.0,1
pea curry (matar ki sabzi),102.99,4.51,9.2,5.11,4.44,1.98,154.75,24.48,1.2,77.64,Veg,processed,0.2396,0.4888,0.2715,0.8656,1.0,3
shahi paneer,280.0,14.0,12.0,22.0,3.0,6.0,560.0,220.0,18.0,18.0,Veg,sheet1,0.2917,0.25,0.4583,0.6335,2.0,3
minced meat cutlet,531.86,5.1,5.61,54.47,0.4,0.31,95.81,20.82,0.63,1.81,Non-Veg,processed,0.0782,0.0861,0.8357,0.0935,3.0,1
paneer kaathi roll,285.94,6.92,20.1,19.55,2.4,3.29,221.03,101.66,1.42,18.67,Dessert,processed,0.1486,0.4316,0.4198,0.3522,2.0,0
chicken sandwich,253.27,13.12,25.38,11.75,1.64,1.6,389.67,89.56,1.19,0.0,Dessert,processed,0.2611,0.5051,0.2338,1.1072,2.0,0
cucumber sharbat (kheere ka sharbat),27.28,0.26,6.64,0.06,0.78,5.46,2.57,6.49,0.18,9.16,Snacks,processed,0.0374,0.954,0.0086,1.625,0.0,2
cheese and chilli sandwich,218.11,6.8,27.4,9.78,2.08,2.38,437.5,113.79,0.99,12.3,Non-Veg,processed,0.1546,0.623,0.2224,0.6883,2.0,1
pea keema sandwich (toasted) (matar aur keema ka sandwich),171.78,11.06,20.26,5.61,2.45,1.94,290.07,70.79,1.51,5.5,Non-Veg,processed,0.2995,0.5486,0.1519,1.937,1.0,1
mushroom sauce,137.56,3.39,7.31,10.51,0.47,3.86,20.94,94.1,0.22,6.0,Veg,processed,0.1598,0.3446,0.4955,0.3195,1.0,3
cereal mix,120.81,3.32,21.84,2.02,2.03,10.68,9.29,21.4,1.18,0.62,Veg,processed,0.1221,0.8035,0.0743,1.566,1.0,3
pineapple upside down pudding,257.73,3.15,35.73,11.91,0.8,22.16,74.52,26.05,0.68,9.66,Dessert,processed,0.062,0.7035,0.2345,0.2623,2.0,0
glace icing,323.51,0.01,86.31,0.01,0.0,85.35,9.88,1.95,0.41,6.0,Dessert,processed,0.0001,0.9998,0.0001,0.0909,2.0,0
pickled mustard greens,13.12,1.51,1.05,0.22,1.7,0.02,242.36,81.44,1.22,301.6,Snacks,processed,0.5432,0.3777,0.0791,4.7188,0.0,2
spinach kofta curry (palak kofta curry),571.78,1.09,3.56,61.49,0.92,0.82,104.51,29.31,0.83,64.05,Non-Veg,processed,0.0165,0.0538,0.9297,0.0177,3.0,1
pineapple tart,195.4,2.29,28.62,8.21,0.87,11.09,37.88,12.02,0.5,6.85,Non-Veg,processed,0.0585,0.7316,0.2099,0.2756,1.0,1
classic seasoned black beans,28.78,8.01,7.66,8.28,3.51,0.44,7989.07,40.11,1.9,8.54,Snacks,processed,0.3344,0.3198,0.3457,0.9558,0.0,2
pickled cabbage,13.69,0.39,2.56,0.14,0.61,2.08,121.39,15.96,0.19,16.63,Snacks,processed,0.1262,0.8285,0.0453,1.625,0.0,2
mutton biryani,330.0,25.0,35.0,20.0,3.0,6.0,850.0,55.0,20.0,8.0,Non-Veg,sheet1,0.3125,0.4375,0.25,1.2438,2.0,1
ginger chicken,129.17,8.24,5.6,8.24,1.21,1.95,365.86,18.41,0.96,49.96,Veg,processed,0.3732,0.2536,0.3732,0.988,1.0,3
sambar,96.92,3.35,10.57,4.38,3.52,3.31,159.54,30.24,1.24,20.35,Veg,processed,0.1831,0.5776,0.2393,0.7478,0.0,3
kiwi granola pudding,280.99,5.6,32.33,15.36,3.71,15.08,59.21,62.2,1.45,65.34,Dessert,processed,0.1051,0.6067,0.2882,0.3622,2.0,0
vegetable mix,174.21,4.7,36.02,0.94,1.93,27.36,34.94,90.06,2.27,8.48,Non-Veg,processed,0.1128,0.8646,0.0226,4.5192,1.0,1
paratha,320.0,8.0,42.0,18.0,5.0,3.0,600.0,35.0,4.0,2.0,Veg,sheet1,0.1176,0.6176,0.2647,0.442,2.0,3
sprouted moong salad,37.81,2.29,5.48,0.74,0.95,2.13,116.38,54.56,1.45,27.84,Snacks,processed,0.2691,0.6439,0.087,2.7262,0.0,2
danish cookies,475.33,5.33,58.0,24.92,1.37,21.73,201.06,15.97,0.98,0.0,Non-Veg,processed,0.0604,0.6572,0.2824,0.213,3.0,1
chicken sandwich (toasted),167.37,12.08,18.82,5.32,1.64,2.13,327.55,99.99,0.99,12.97,Non-Veg,processed,0.3335,0.5196,0.1469,2.2288,1.0,1
penne platter,177.4,5.04,20.87,8.71,1.09,4.5,283.37,67.67,0.9,16.35,Non-Veg,processed,0.1456,0.6028,0.2516,0.5721,1.0,1
soft custard (stirred),109.18,5.01,11.19,5.07,0.0,11.15,122.17,95.82,0.49,3.62,Veg,processed,0.2355,0.5261,0.2384,0.9691,1.0,3
thousand island dressing,407.87,1.37,4.49,42.87,0.46,3.1,946.1,9.11,0.45,6.0,Non-Veg,processed,0.0281,0.0921,0.8797,0.0319,3.0,1
dates chutney (khajoor ki chutney),103.57,1.07,21.69,1.12,3.41,18.68,76.77,28.72,1.19,3.41,Veg,processed,0.0448,0.9083,0.0469,0.877,1.0,3
tomato chicken,111.68,10.57,2.13,6.71,1.42,0.93,104.83,21.24,0.87,24.53,Veg,processed,0.5446,0.1097,0.3457,1.5521,1.0,3
dhokla,140.0,8.0,24.0,4.0,2.0,6.0,320.0,15.0,4.0,2.0,Snacks,sheet1,0.2222,0.6667,0.1111,1.9512,1.0,2
lemon chicken,169.79,20.2,0.55,9.66,0.16,0.16,79.93,17.4,0.95,8.94,Non-Veg,processed,0.6643,0.0181,0.3177,2.0697,1.0,1
mooli bhujia,91.2,1.69,4.74,7.25,2.36,1.07,89.73,131.88,2.37,80.77,Veg,processed,0.1235,0.3465,0.53,0.2299,0.0,3
vegetable seekh kebab,690.73,1.57,5.32,73.72,0.59,0.74,83.67,32.66,0.36,6.86,Non-Veg,processed,0.0195,0.066,0.9145,0.0213,3.0,1
panchmel dal,111.22,4.63,10.71,5.36,3.2,0.75,79.46,23.05,1.42,8.49,Veg,processed,0.2237,0.5174,0.2589,0.848,1.0,3
stuffed egg omelette/omlet,203.51,8.6,2.3,17.77,0.75,1.57,267.19,89.91,0.91,8.29,Non-Veg,processed,0.3,0.0802,0.6198,0.4813,2.0,1
eggless cake,318.08,8.12,46.14,11.75,0.68,27.7,310.5,212.97,0.61,1.35,Dessert,processed,0.123,0.699,0.178,0.6852,2.0,0
macaroni salad,262.19,5.02,21.63,17.78,0.56,3.73,163.99,35.7,0.77,22.15,Dessert,processed,0.113,0.4868,0.4002,0.2808,2.0,0
vada,220.0,8.0,20.0,15.0,3.0,2.0,450.0,25.0,12.0,3.0,Snacks,sheet1,0.186,0.4651,0.3488,0.5298,2.0,2
vegetable biryani/biriyani,174.61,3.16,18.56,9.51,3.31,2.14,183.79,33.52,0.86,39.35,Non-Veg,processed,0.1012,0.5943,0.3045,0.3288,1.0,1
rajma masala,100.0,4.0,15.0,3.0,1.44,3.0,116.38,40.11,0.9,6.0,Veg,nutrition_dataset,0.1818,0.6818,0.1364,1.2903,0.0,3
hot potato souffle,125.64,5.51,8.56,7.64,0.66,1.78,97.2,56.84,0.79,30.19,Veg,processed,0.2538,0.3943,0.3519,0.7119,1.0,3
lotus seed halwa (kamal gattay ka halwa),370.55,7.79,39.56,20.69,0.42,9.8,3.06,82.84,1.8,0.06,Dessert,processed,0.1145,0.5814,0.3041,0.3747,3.0,0
choux swans,216.34,4.35,14.92,15.6,0.35,6.13,145.08,44.67,0.51,4.27,Non-Veg,processed,0.1247,0.4279,0.4474,0.2771,2.0,1
cabbage manchurian (pattagobhi manchurian),224.26,0.64,4.85,22.48,0.37,0.33,75.02,3.18,0.2,28.39,Non-Veg,processed,0.0229,0.1734,0.8037,0.0283,2.0,1
cheese toast,785.37,1.98,5.49,84.11,0.31,0.53,121.05,43.87,0.31,0.0,Non-Veg,processed,0.0216,0.0599,0.9184,0.0235,3.0,1
meat stock,24.48,2.1,0.0,1.78,0.0,0.0,8.62,0.86,0.05,0.0,Snacks,processed,0.5412,0.0,0.4588,1.117,0.0,2
shepherd's pie (with minced meat),142.78,7.45,8.06,8.88,1.05,1.7,197.25,21.3,0.84,19.35,Veg,processed,0.3055,0.3305,0.3641,0.8296,1.0,3
black forest pastry,233.55,6.09,34.48,8.46,0.54,21.35,53.43,44.15,0.92,0.91,Non-Veg,processed,0.1242,0.7032,0.1725,0.7114,2.0,1
atta dal burfi,298.8,6.66,40.64,12.47,4.08,21.08,3.56,17.07,1.56,0.0,Dessert,processed,0.1114,0.6799,0.2086,0.5298,2.0,0
gravy for kofta,125.59,1.75,6.31,10.35,1.96,3.73,312.86,39.65,0.75,17.05,Veg,processed,0.0951,0.3427,0.5622,0.1675,1.0,3
gobi manchurian,220.0,6.0,20.0,16.0,5.0,12.0,680.0,35.0,15.0,40.0,Veg,sheet1,0.1429,0.4762,0.381,0.3727,2.0,3
cereal pulse mix with amylase rice flour,151.57,4.27,27.8,2.74,3.47,8.84,1.03,12.61,1.19,0.0,Non-Veg,processed,0.1227,0.7986,0.0787,1.5035,1.0,1
chicken curry,129.22,11.79,3.38,7.57,1.41,1.79,108.0,27.29,0.87,16.79,Veg,processed,0.5185,0.1486,0.3329,1.5372,1.0,3
apple kheer (seb ki kheer),81.3,2.14,11.34,3.18,0.51,10.71,15.86,75.67,0.18,5.82,Veg,processed,0.1285,0.6807,0.1909,0.6524,0.0,3
lemon curd filling,225.62,3.43,26.41,12.58,0.0,26.13,34.9,16.39,0.6,0.64,Non-Veg,processed,0.0809,0.6226,0.2966,0.2705,2.0,1
vegetable and mayonnaise sandwich,244.26,4.47,23.2,15.4,2.35,2.35,342.7,79.53,0.91,12.9,Non-Veg,processed,0.1038,0.5387,0.3576,0.2884,2.0,1
moong dal with vadi,24.08,0.4,1.0,2.05,0.39,0.45,112.36,2.99,0.18,10.19,Snacks,processed,0.1159,0.2899,0.5942,0.186,0.0,2
dal makhani,74.04,3.32,7.96,3.06,2.27,0.8,41.85,20.62,1.23,9.19,Veg,processed,0.2315,0.5551,0.2134,1.0506,0.0,3
cherry and walnut cookies,422.6,5.63,59.35,18.75,1.3,30.37,114.62,46.27,1.31,0.0,Non-Veg,processed,0.0672,0.7088,0.2239,0.2987,3.0,1
tandoori parantha/paratha,295.37,5.08,30.74,16.51,5.44,0.86,1.14,14.98,1.96,0.0,Dessert,processed,0.0971,0.5874,0.3155,0.3058,2.0,0
plain khitchdi (plain khichri/khichdi),57.03,1.72,10.04,1.01,0.85,0.12,37.14,5.05,0.31,0.83,Veg,processed,0.1347,0.7862,0.0791,1.5495,0.0,3
kadhai paneer,107.99,4.33,7.34,6.81,2.07,5.54,144.33,91.53,0.65,85.83,Veg,processed,0.2343,0.3972,0.3685,0.6266,1.0,3
orange chiffon pie,207.57,3.89,23.14,11.16,0.7,10.46,73.23,30.34,0.62,84.88,Non-Veg,processed,0.1019,0.6059,0.2922,0.3455,2.0,1
potato fenugreek (aloo methi),135.15,2.25,8.47,10.04,2.93,0.54,221.93,107.8,2.53,68.76,Veg,processed,0.1084,0.408,0.4836,0.2219,1.0,3
parsley potato,119.51,1.49,13.81,6.28,1.59,0.34,4.62,11.43,0.55,23.82,Veg,processed,0.069,0.6399,0.291,0.2335,1.0,3
marble cake,354.11,6.3,46.88,16.27,0.71,27.56,138.48,39.6,1.12,0.08,Dessert,processed,0.0907,0.675,0.2343,0.3849,3.0,0
hawain salad,175.23,4.27,14.35,11.37,3.93,5.24,64.92,61.03,1.12,51.75,Non-Veg,processed,0.1424,0.4785,0.3791,0.3723,1.0,1
jellied sunshine fruit salad,48.86,5.85,4.21,0.85,1.8,2.86,74.2,37.14,0.87,28.75,Snacks,processed,0.5362,0.3859,0.0779,6.1579,0.0,2
olive biscuit,438.29,3.2,55.01,23.75,0.82,32.27,120.1,10.76,1.37,0.0,Non-Veg,processed,0.039,0.6712,0.2898,0.1342,3.0,1
cheese sauce,194.76,7.68,7.08,15.12,0.12,4.53,317.38,255.14,0.31,6.0,Non-Veg,processed,0.257,0.2369,0.506,0.5046,1.0,1
choux pastry,222.37,5.55,16.2,14.96,0.56,1.5,132.28,19.43,0.83,6.0,Non-Veg,processed,0.1512,0.4413,0.4075,0.3685,2.0,1
papad,333.33,13.33,40.0,13.33,1.44,3.0,116.38,40.11,0.9,6.0,Snacks,nutrition_dataset,0.2,0.6001,0.2,0.9926,2.0,2
fruit delight,107.09,2.09,9.11,7.09,0.09,9.03,17.27,71.69,0.15,7.74,Veg,processed,0.1143,0.4981,0.3876,0.2907,1.0,3
orange cream tart,197.16,2.58,27.43,8.72,0.64,10.08,36.85,13.84,0.58,19.6,Non-Veg,processed,0.0666,0.7082,0.2251,0.2925,1.0,1
spinach mutton (palak mutton),80.32,5.74,3.45,4.71,2.23,1.42,121.1,96.88,2.38,88.11,Veg,processed,0.4129,0.2482,0.3388,1.1933,0.0,3
sesame chickpeas brittle (til aur channe ki chikki),282.74,8.5,50.49,4.66,5.54,36.48,17.93,150.73,4.8,0.0,Dessert,processed,0.1335,0.7932,0.0732,1.7857,2.0,0
meen pollichathu,210.0,25.0,4.0,11.0,1.0,1.0,620.0,48.0,22.0,18.0,Non-Veg,sheet1,0.625,0.1,0.275,2.2523,2.0,1
fruit ice cream (phalon ka ice cream),171.46,4.37,16.05,10.38,0.33,14.03,38.78,93.35,0.36,4.02,Non-Veg,processed,0.1419,0.5211,0.337,0.417,1.0,1
medu vada,180.0,5.0,25.0,8.0,1.44,3.0,116.38,40.11,0.9,6.0,Veg,nutrition_dataset,0.1316,0.6579,0.2105,0.6173,1.0,3
cheese and mushroom tart,246.1,5.51,21.43,15.28,1.18,3.16,212.42,100.97,0.59,6.53,Non-Veg,processed,0.1305,0.5076,0.3619,0.3583,2.0,1
handi chicken,166.02,12.32,1.49,12.46,0.67,0.75,75.64,26.85,0.93,1.47,Non-Veg,processed,0.469,0.0567,0.4743,0.9809,1.0,1
thandai,101.18,3.59,9.13,5.89,0.8,8.21,22.69,112.31,0.6,3.66,Veg,processed,0.1929,0.4906,0.3165,0.5993,1.0,3
lobia curry,148.99,6.06,17.88,5.62,4.57,2.51,355.41,36.8,2.21,15.13,Veg,processed,0.205,0.6049,0.1901,1.0594,1.0,3
banana appam,469.81,1.17,20.06,42.53,0.67,9.95,20.14,13.74,0.77,4.03,Non-Veg,processed,0.0184,0.3146,0.667,0.0274,3.0,1
dry washed urad,124.71,6.85,15.66,3.5,4.06,0.73,295.79,27.08,1.89,1.46,Veg,processed,0.2634,0.6021,0.1346,1.9028,1.0,3
fried rice,240.0,10.0,32.0,12.0,3.0,4.0,580.0,28.0,14.0,12.0,Veg,sheet1,0.1852,0.5926,0.2222,0.8264,2.0,3
chapati/roti,202.31,5.88,35.65,3.56,6.31,1.0,1.16,17.22,2.28,0.0,Non-Veg,processed,0.1304,0.7906,0.079,1.6066,2.0,1
peas kachori (matar kachori),584.68,3.21,13.25,57.51,2.03,0.5,55.45,14.25,0.77,10.11,Non-Veg,processed,0.0434,0.1791,0.7775,0.0557,3.0,1
muthia,180.0,8.0,20.0,12.0,8.0,4.0,380.0,30.0,10.0,12.0,Snacks,sheet1,0.2,0.5,0.3,0.6612,1.0,2
sesame ladoo (til ke ladoo),396.96,10.7,43.5,19.64,7.72,38.63,18.55,631.82,8.94,0.0,Dessert,processed,0.1449,0.5891,0.266,0.542,3.0,0
besan bathua chilla/cheela,373.82,11.48,40.65,18.57,7.79,1.45,166.36,64.75,2.68,2.05,Dessert,processed,0.1624,0.575,0.2627,0.6149,3.0,0
wheat flour and moong dal burfi (atta aur moong dal ki burfi),441.08,9.84,60.0,18.41,6.02,31.12,5.25,25.2,2.3,0.0,Non-Veg,processed,0.1115,0.6799,0.2086,0.5316,3.0,1
hot spinach souffle,104.25,5.43,4.19,7.24,0.99,1.64,104.69,80.77,1.67,47.83,Veg,processed,0.3221,0.2485,0.4294,0.7398,1.0,3
christmas tree biscuit,385.63,5.43,58.41,15.0,2.65,24.77,120.45,35.04,1.18,1.61,Dessert,processed,0.0689,0.7409,0.1903,0.3596,3.0,0
peach blueberry preserves,177.38,0.53,45.76,0.2,1.14,45.33,2.81,9.03,0.33,16.56,Non-Veg,processed,0.0114,0.9843,0.0043,1.7667,1.0,1
mango cheesecake,152.46,2.39,20.06,7.3,1.14,15.36,107.12,55.1,0.53,24.93,Non-Veg,processed,0.0803,0.6743,0.2454,0.323,1.0,1
flan pastry,445.8,6.72,47.84,25.04,1.58,6.22,193.23,21.85,1.15,0.0,Non-Veg,processed,0.0844,0.601,0.3146,0.2673,3.0,1
christmas bell biscuit,404.85,5.66,60.79,15.84,2.33,25.94,127.01,32.0,1.22,0.0,Non-Veg,processed,0.0688,0.7387,0.1925,0.3551,3.0,1
lemon green chilli pickle (nimboo aur hari mirch ka achaar),14.07,0.85,2.14,0.24,1.07,1.0,7559.38,20.05,0.55,6.0,Snacks,processed,0.2632,0.6625,0.0743,2.5,0.0,2
baked vegetables with spinach,77.79,3.22,6.93,4.03,2.33,2.09,122.85,78.63,1.16,78.95,Veg,processed,0.2271,0.4887,0.2842,0.7797,0.0,3
black rice kheer (chak-hao kheer),147.94,4.37,22.93,4.91,0.76,12.57,25.77,94.89,0.46,3.22,Veg,processed,0.1357,0.7119,0.1524,0.8723,1.0,3
frozen frosty fruit salad (phalon ka salaad),103.51,1.68,15.61,4.17,0.26,14.38,13.23,28.61,0.41,33.45,Veg,processed,0.0783,0.7274,0.1943,0.3934,1.0,3
potato stuffed poori (aloo ki poori),776.74,1.52,9.4,81.35,1.64,0.26,69.86,5.57,0.7,1.39,Non-Veg,processed,0.0165,0.1019,0.8817,0.0187,3.0,1
green chilli raita (hari mirch ka raita),77.13,5.58,7.66,2.92,0.26,7.49,161.31,193.58,0.21,4.3,Veg,processed,0.3453,0.474,0.1807,1.8477,0.0,3
